cid,eid1,eid2,eid3,xy
1227,653,689,764,"[[26.377240951381, 11.207184624136], [25.868192328670997, 11.658909731321002], [25.855301514388, 11.050823793136999], [26.377240951381, 11.207184624136]]"
1228,509,653,589,"[[26.654921784369, 11.877946274424], [26.377240951381, 11.207184624136], [26.94974695424, 11.470301614451001], [26.654921784369, 11.877946274424]]"
1229,685,765,678,"[[11.806677788819, 7.918857861827], [12.992940979470001, 8.338339617277], [11.649089405007999, 8.897627762925], [11.806677788819, 7.918857861827]]"
1230,752,685,603,"[[10.931833798169999, 7.420765776087], [11.806677788819, 7.918857861827], [10.552268563641, 8.141667735307], [10.931833798169999, 7.420765776087]]"
1231,724,697,681,"[[20.644295157066, 9.985626337654999], [21.052261835244, 11.191915741764], [20.284635966624, 11.28456690181], [20.644295157066, 9.985626337654999]]"
1232,703,571,697,"[[21.818075646504003, 10.909701477836], [21.695911636885, 12.014048376705], [21.052261835244, 11.191915741764], [21.818075646504003, 10.909701477836]]"
1233,488,575,489,"[[35.4230050054, 10.730268807281], [35.934335471313, 11.416273386368001], [35.260585663244, 11.868012054143], [35.4230050054, 10.730268807281]]"
1234,563,673,718,"[[41.194934511627004, 10.690436423889], [42.103626104408, 9.89], [42.103626104408, 10.89], [41.194934511627004, 10.690436423889]]"
1235,690,652,528,"[[25.895575498419, 12.221748059178], [26.368177992392997, 12.327711863992], [26.037012756316, 12.708216379105], [25.895575498419, 12.221748059178]]"
1236,617,689,595,"[[25.361293311307996, 11.498448820949], [25.868192328670997, 11.658909731321002], [25.438897646742, 12.045394415074], [25.361293311307996, 11.498448820949]]"
1237,645,726,709,"[[6.044936800172, 2.733049142869], [5.72569547122, 1.8445953463], [7.110698495009, 1.6241835266240001], [6.044936800172, 2.733049142869]]"
1238,715,709,726,"[[6.293601391038001, 0.6442229473409999], [7.110698495009, 1.6241835266240001], [5.72569547122, 1.8445953463], [6.293601391038001, 0.6442229473409999]]"
1239,755,700,674,"[[3.751042053343, -1.960430776594], [3.485400678966, -0.46925355154700005], [2.6172125946500002, -0.8186556233319999], [3.751042053343, -1.960430776594]]"
1240,745,766,469,"[[0.24214504699900002, -3.6698993492009997], [1.671489618871, -3.9452127621789996], [1.291922853915, -2.704908485374], [0.24214504699900002, -3.6698993492009997]]"
1241,733,596,610,"[[9.188351678375, 6.689885382296], [9.310525756565, 7.757673225204001], [8.346200485161999, 7.046035594073], [9.188351678375, 6.689885382296]]"
1242,716,713,752,"[[9.976179339725, 7.177223202011], [10.678711725742, 6.62460239487], [10.931833798169999, 7.420765776087], [9.976179339725, 7.177223202011]]"
1243,701,733,610,"[[8.488840260653, 5.997816921800999], [9.188351678375, 6.689885382296], [8.346200485161999, 7.046035594073], [8.488840260653, 5.997816921800999]]"
1244,711,716,733,"[[9.898117368964, 6.099985001199], [9.976179339725, 7.177223202011], [9.188351678375, 6.689885382296], [9.898117368964, 6.099985001199]]"
1245,701,696,734,"[[8.488840260653, 5.997816921800999], [8.872320215345, 4.6238236846800005], [9.282444584323, 5.582514929959999], [8.488840260653, 5.997816921800999]]"
1246,767,734,696,"[[10.366267214158, 4.4669966384310005], [9.282444584323, 5.582514929959999], [8.872320215345, 4.6238236846800005], [10.366267214158, 4.4669966384310005]]"
1247,734,712,711,"[[9.282444584323, 5.582514929959999], [10.592103604411, 5.472316435724], [9.898117368964, 6.099985001199], [9.282444584323, 5.582514929959999]]"
1248,768,769,770,"[[11.377297287031, 5.966460608989], [11.767538745913999, 4.668113704171], [12.532369987674, 5.7727952789509995], [11.377297287031, 5.966460608989]]"
1249,710,714,751,"[[8.685015112704999, 1.801308348676], [7.903134167352, -0.09304671567299999], [9.933975900794, -0.235691198303], [8.685015112704999, 1.801308348676]]"
1250,713,768,771,"[[10.678711725742, 6.62460239487], [11.377297287031, 5.966460608989], [11.687142622471, 6.941779533581999], [10.678711725742, 6.62460239487]]"
1251,713,716,711,"[[10.678711725742, 6.62460239487], [9.976179339725, 7.177223202011], [9.898117368964, 6.099985001199], [10.678711725742, 6.62460239487]]"
1252,752,771,685,"[[10.931833798169999, 7.420765776087], [11.687142622471, 6.941779533581999], [11.806677788819, 7.918857861827], [10.931833798169999, 7.420765776087]]"
1253,734,767,712,"[[9.282444584323, 5.582514929959999], [10.366267214158, 4.4669966384310005], [10.592103604411, 5.472316435724], [9.282444584323, 5.582514929959999]]"
1254,771,752,713,"[[11.687142622471, 6.941779533581999], [10.931833798169999, 7.420765776087], [10.678711725742, 6.62460239487], [11.687142622471, 6.941779533581999]]"
1255,771,768,770,"[[11.687142622471, 6.941779533581999], [11.377297287031, 5.966460608989], [12.532369987674, 5.7727952789509995], [11.687142622471, 6.941779533581999]]"
1256,678,765,659,"[[11.649089405007999, 8.897627762925], [12.992940979470001, 8.338339617277], [12.741693467212999, 9.570415458404], [11.649089405007999, 8.897627762925]]"
1257,712,769,768,"[[10.592103604411, 5.472316435724], [11.767538745913999, 4.668113704171], [11.377297287031, 5.966460608989], [10.592103604411, 5.472316435724]]"
1258,713,712,768,"[[10.678711725742, 6.62460239487], [10.592103604411, 5.472316435724], [11.377297287031, 5.966460608989], [10.678711725742, 6.62460239487]]"
1259,769,712,767,"[[11.767538745913999, 4.668113704171], [10.592103604411, 5.472316435724], [10.366267214158, 4.4669966384310005], [11.767538745913999, 4.668113704171]]"
1260,771,770,758,"[[11.687142622471, 6.941779533581999], [12.532369987674, 5.7727952789509995], [12.967733228977, 7.083369303135999], [11.687142622471, 6.941779533581999]]"
1261,757,767,696,"[[9.89222461572, 3.1533732225230002], [10.366267214158, 4.4669966384310005], [8.872320215345, 4.6238236846800005], [9.89222461572, 3.1533732225230002]]"
1262,738,667,735,"[[19.317111790615, 9.128950696309], [18.440662608745, 10.420600311397001], [17.845561695937, 8.794025135176], [19.317111790615, 9.128950696309]]"
1263,769,767,754,"[[11.767538745913999, 4.668113704171], [10.366267214158, 4.4669966384310005], [12.038102184515, 2.939420078107], [11.767538745913999, 4.668113704171]]"
1264,758,765,685,"[[12.967733228977, 7.083369303135999], [12.992940979470001, 8.338339617277], [11.806677788819, 7.918857861827], [12.967733228977, 7.083369303135999]]"
1265,500,502,487,"[[33.821285430177, 12.500480119102], [34.186959159488, 12.649830144225], [33.863936682967, 12.782412669358001], [33.821285430177, 12.500480119102]]"
1266,504,444,500,"[[33.470093806687004, 12.712030488978], [33.50451752357, 12.306770512239002], [33.821285430177, 12.500480119102], [33.470093806687004, 12.712030488978]]"
1267,703,744,705,"[[21.818075646504003, 10.909701477836], [21.798470115787, 9.421606960576], [22.567948067736, 10.623456442129001], [21.818075646504003, 10.909701477836]]"
1268,602,557,556,"[[27.370790966511997, 11.262231989166999], [27.784185733718, 11.404431914615], [27.432873406838002, 11.773957180748], [27.370790966511997, 11.262231989166999]]"
1269,439,503,570,"[[32.569836971623, 12.330291948323], [32.9757062608, 12.748463587136], [32.524834844701, 12.885136374994], [32.569836971623, 12.330291948323]]"
1270,763,601,684,"[[27.187554219362003, 10.040273425247001], [26.908699033507, 10.802690138712], [26.162637555668002, 10.314149565876], [27.187554219362003, 10.040273425247001]]"
1271,698,673,562,"[[41.295533452575, 9.229880844454], [42.103626104408, 9.89], [40.729121553832, 9.874857456386], [41.295533452575, 9.229880844454]]"
1272,562,772,698,"[[40.729121553832, 9.874857456386], [40.204561919023, 8.945998902834999], [41.295533452575, 9.229880844454], [40.729121553832, 9.874857456386]]"
1273,698,772,725,"[[41.295533452575, 9.229880844454], [40.204561919023, 8.945998902834999], [41.116238618008, 8.330203025264], [41.295533452575, 9.229880844454]]"
1274,611,772,562,"[[39.384860420026, 9.748672302411], [40.204561919023, 8.945998902834999], [40.729121553832, 9.874857456386], [39.384860420026, 9.748672302411]]"
1275,773,611,677,"[[38.81839496207, 8.445664687232], [39.384860420026, 9.748672302411], [37.792460164161, 9.42032397535], [38.81839496207, 8.445664687232]]"
1276,305,428,620,"[[32.079748421962, 12.43050135444], [31.451238890423003, 12.513080607767], [31.756938346471, 11.782879747528998], [32.079748421962, 12.43050135444]]"
1277,513,499,600,"[[36.527292602332004, 11.5282337612], [36.499384350591, 10.210966196918], [37.030434443902, 11.159453413857], [36.527292602332004, 11.5282337612]]"
1278,774,775,776,"[[42.103626104408, 6.881025], [42.103626104408, 7.8855125], [41.043874642946, 7.332977178955], [42.103626104408, 6.881025]]"
1279,772,777,725,"[[40.204561919023, 8.945998902834999], [39.822653782812, 7.764370774684], [41.116238618008, 8.330203025264], [40.204561919023, 8.945998902834999]]"
1280,775,699,725,"[[42.103626104408, 7.8855125], [42.103626104408, 8.89], [41.116238618008, 8.330203025264], [42.103626104408, 7.8855125]]"
1281,488,462,498,"[[35.4230050054, 10.730268807281], [34.498457750929, 10.533962632490999], [35.181081002127, 9.470913654273], [35.4230050054, 10.730268807281]]"
1282,575,488,499,"[[35.934335471313, 11.416273386368001], [35.4230050054, 10.730268807281], [36.499384350591, 10.210966196918], [35.934335471313, 11.416273386368001]]"
1283,776,775,725,"[[41.043874642946, 7.332977178955], [42.103626104408, 7.8855125], [41.116238618008, 8.330203025264], [41.043874642946, 7.332977178955]]"
1284,776,777,778,"[[41.043874642946, 7.332977178955], [39.822653782812, 7.764370774684], [39.807553428201, 6.605994896992001], [41.043874642946, 7.332977178955]]"
1285,621,400,508,"[[27.156656088702, 12.671165040813], [26.592893174697, 12.794465115898], [26.779905944710997, 12.362575928308999], [27.156656088702, 12.671165040813]]"
1286,305,614,439,"[[32.079748421962, 12.43050135444], [32.316328391811, 11.604631516859], [32.569836971623, 12.330291948323], [32.079748421962, 12.43050135444]]"
1287,691,509,652,"[[26.240249678708, 11.82906608345], [26.654921784369, 11.877946274424], [26.368177992392997, 12.327711863992], [26.240249678708, 11.82906608345]]"
1288,499,498,779,"[[36.499384350591, 10.210966196918], [35.181081002127, 9.470913654273], [36.245312399835, 8.560710626687], [36.499384350591, 10.210966196918]]"
1289,633,602,601,"[[27.757686064217, 10.628041922153999], [27.370790966511997, 11.262231989166999], [26.908699033507, 10.802690138712], [27.757686064217, 10.628041922153999]]"
1290,780,781,723,"[[23.7092028949, 10.024365808134], [24.241215905544, 10.573485448807], [23.870345487409, 10.880595245125999], [23.7092028949, 10.024365808134]]"
1291,782,737,749,"[[8.242116071401, -2.654624458197], [6.471999864296, -1.167752840095], [5.617843830757999, -3.114905930528], [8.242116071401, -2.654624458197]]"
1292,783,769,754,"[[13.607484925456, 4.286712571931], [11.767538745913999, 4.668113704171], [12.038102184515, 2.939420078107], [13.607484925456, 4.286712571931]]"
1293,700,755,736,"[[3.485400678966, -0.46925355154700005], [3.751042053343, -1.960430776594], [4.794032409708, -1.195473067184], [3.485400678966, -0.46925355154700005]]"
1294,467,748,755,"[[2.22535203366, -1.896706578307], [3.194583692618, -3.313339414442], [3.751042053343, -1.960430776594], [2.22535203366, -1.896706578307]]"
1295,749,755,748,"[[5.617843830757999, -3.114905930528], [3.751042053343, -1.960430776594], [3.194583692618, -3.313339414442], [5.617843830757999, -3.114905930528]]"
1296,685,771,758,"[[11.806677788819, 7.918857861827], [11.687142622471, 6.941779533581999], [12.967733228977, 7.083369303135999], [11.806677788819, 7.918857861827]]"
1297,660,661,702,"[[13.917517166019001, 10.178794377322001], [13.961278243399, 8.866257341282001], [15.288895219484, 8.87518770322], [13.917517166019001, 10.178794377322001]]"
1298,743,784,744,"[[20.562058880734, 8.105040340331], [22.007782496588, 7.557851685446], [21.798470115787, 9.421606960576], [20.562058880734, 8.105040340331]]"
1299,770,769,783,"[[12.532369987674, 5.7727952789509995], [11.767538745913999, 4.668113704171], [13.607484925456, 4.286712571931], [12.532369987674, 5.7727952789509995]]"
1300,588,460,576,"[[33.706411590696995, 11.56220570691], [33.677801170483, 10.682433906233], [34.158179734333, 11.394458319389], [33.706411590696995, 11.56220570691]]"
1301,652,690,691,"[[26.368177992392997, 12.327711863992], [25.895575498419, 12.221748059178], [26.240249678708, 11.82906608345], [26.368177992392997, 12.327711863992]]"
1302,446,445,577,"[[33.855106809377, 12.206876532104001], [33.699276317817, 11.946329196895], [34.125640333423, 11.843451973844], [33.855106809377, 12.206876532104001]]"
1303,521,463,394,"[[29.052436243209996, 12.350674702358], [29.227119169428, 11.824938296858], [29.602234674903002, 12.005867236865999], [29.052436243209996, 12.350674702358]]"
1304,602,556,589,"[[27.370790966511997, 11.262231989166999], [27.432873406838002, 11.773957180748], [26.94974695424, 11.470301614451001], [27.370790966511997, 11.262231989166999]]"
1305,785,786,787,"[[41.269940332287, 5.3998682188250005], [40.310490464352, 5.625857881720999], [40.726211972882, 4.4692375], [41.269940332287, 5.3998682188250005]]"
1306,595,690,449,"[[25.438897646742, 12.045394415074], [25.895575498419, 12.221748059178], [25.515554371466997, 12.649090215216], [25.438897646742, 12.045394415074]]"
1307,528,449,690,"[[26.037012756316, 12.708216379105], [25.515554371466997, 12.649090215216], [25.895575498419, 12.221748059178], [26.037012756316, 12.708216379105]]"
1308,689,653,691,"[[25.868192328670997, 11.658909731321002], [26.377240951381, 11.207184624136], [26.240249678708, 11.82906608345], [25.868192328670997, 11.658909731321002]]"
1309,653,509,691,"[[26.377240951381, 11.207184624136], [26.654921784369, 11.877946274424], [26.240249678708, 11.82906608345], [26.377240951381, 11.207184624136]]"
1310,593,595,449,"[[25.10740122711, 12.349836500093], [25.438897646742, 12.045394415074], [25.515554371466997, 12.649090215216], [25.10740122711, 12.349836500093]]"
1311,617,595,594,"[[25.361293311307996, 11.498448820949], [25.438897646742, 12.045394415074], [24.841774384682, 11.946218239718], [25.361293311307996, 11.498448820949]]"
1312,449,492,593,"[[25.515554371466997, 12.649090215216], [25.030992223178, 12.748631179872], [25.10740122711, 12.349836500093], [25.515554371466997, 12.649090215216]]"
1313,492,403,627,"[[25.030992223178, 12.748631179872], [24.660576422233, 13.007035657202001], [24.624835531987, 12.448580371649001], [25.030992223178, 12.748631179872]]"
1314,694,723,781,"[[24.420698593753, 11.155427476226], [23.870345487409, 10.880595245125999], [24.241215905544, 10.573485448807], [24.420698593753, 11.155427476226]]"
1315,689,617,764,"[[25.868192328670997, 11.658909731321002], [25.361293311307996, 11.498448820949], [25.855301514388, 11.050823793136999], [25.868192328670997, 11.658909731321002]]"
1316,607,476,668,"[[24.235390487384, 12.709129869286], [23.690021619545004, 12.787731861700001], [24.054466408026, 12.156852347527002], [24.235390487384, 12.709129869286]]"
1317,594,593,627,"[[24.841774384682, 11.946218239718], [25.10740122711, 12.349836500093], [24.624835531987, 12.448580371649001], [24.841774384682, 11.946218239718]]"
1318,693,692,668,"[[23.984888722126, 11.500247036947], [24.450819203091, 11.654671715857], [24.054466408026, 12.156852347527002], [23.984888722126, 11.500247036947]]"
1319,594,627,668,"[[24.841774384682, 11.946218239718], [24.624835531987, 12.448580371649001], [24.054466408026, 12.156852347527002], [24.841774384682, 11.946218239718]]"
1320,617,762,764,"[[25.361293311307996, 11.498448820949], [25.431512238761, 10.815717943392999], [25.855301514388, 11.050823793136999], [25.361293311307996, 11.498448820949]]"
1321,684,761,788,"[[26.162637555668002, 10.314149565876], [25.32507922197, 10.170795528414], [25.611378579106997, 9.296161261498], [26.162637555668002, 10.314149565876]]"
1322,692,594,668,"[[24.450819203091, 11.654671715857], [24.841774384682, 11.946218239718], [24.054466408026, 12.156852347527002], [24.450819203091, 11.654671715857]]"
1323,789,694,781,"[[24.829808445453, 10.715481925192], [24.420698593753, 11.155427476226], [24.241215905544, 10.573485448807], [24.829808445453, 10.715481925192]]"
1324,762,617,616,"[[25.431512238761, 10.815717943392999], [25.361293311307996, 11.498448820949], [24.905634671117, 11.314189410452], [25.431512238761, 10.815717943392999]]"
1325,684,653,764,"[[26.162637555668002, 10.314149565876], [26.377240951381, 11.207184624136], [25.855301514388, 11.050823793136999], [26.162637555668002, 10.314149565876]]"
1326,693,668,680,"[[23.984888722126, 11.500247036947], [24.054466408026, 12.156852347527002], [23.573804512189003, 11.767899889415], [23.984888722126, 11.500247036947]]"
1327,694,616,692,"[[24.420698593753, 11.155427476226], [24.905634671117, 11.314189410452], [24.450819203091, 11.654671715857], [24.420698593753, 11.155427476226]]"
1328,706,693,680,"[[23.377115033125, 11.185370682625], [23.984888722126, 11.500247036947], [23.573804512189003, 11.767899889415], [23.377115033125, 11.185370682625]]"
1329,723,693,706,"[[23.870345487409, 10.880595245125999], [23.984888722126, 11.500247036947], [23.377115033125, 11.185370682625], [23.870345487409, 10.880595245125999]]"
1330,680,704,706,"[[23.573804512189003, 11.767899889415], [22.810850630361, 11.479578326361999], [23.377115033125, 11.185370682625], [23.573804512189003, 11.767899889415]]"
1331,705,704,703,"[[22.567948067736, 10.623456442129001], [22.810850630361, 11.479578326361999], [21.818075646504003, 10.909701477836], [22.567948067736, 10.623456442129001]]"
1332,723,722,780,"[[23.870345487409, 10.880595245125999], [23.36939811577, 10.624685763553], [23.7092028949, 10.024365808134], [23.870345487409, 10.880595245125999]]"
1333,694,693,723,"[[24.420698593753, 11.155427476226], [23.984888722126, 11.500247036947], [23.870345487409, 10.880595245125999], [24.420698593753, 11.155427476226]]"
1334,780,790,791,"[[23.7092028949, 10.024365808134], [22.809052753102, 9.837196035656], [22.954217784917997, 8.926738375831], [23.7092028949, 10.024365808134]]"
1335,761,792,788,"[[25.32507922197, 10.170795528414], [24.85576576486, 9.492525430304001], [25.611378579106997, 9.296161261498], [25.32507922197, 10.170795528414]]"
1336,762,789,761,"[[25.431512238761, 10.815717943392999], [24.829808445453, 10.715481925192], [25.32507922197, 10.170795528414], [25.431512238761, 10.815717943392999]]"
1337,789,616,694,"[[24.829808445453, 10.715481925192], [24.905634671117, 11.314189410452], [24.420698593753, 11.155427476226], [24.829808445453, 10.715481925192]]"
1338,793,781,780,"[[24.500552162458, 10.074528198731], [24.241215905544, 10.573485448807], [23.7092028949, 10.024365808134], [24.500552162458, 10.074528198731]]"
1339,684,764,762,"[[26.162637555668002, 10.314149565876], [25.855301514388, 11.050823793136999], [25.431512238761, 10.815717943392999], [26.162637555668002, 10.314149565876]]"
1340,744,703,724,"[[21.798470115787, 9.421606960576], [21.818075646504003, 10.909701477836], [20.644295157066, 9.985626337654999], [21.798470115787, 9.421606960576]]"
1341,722,706,705,"[[23.36939811577, 10.624685763553], [23.377115033125, 11.185370682625], [22.567948067736, 10.623456442129001], [23.36939811577, 10.624685763553]]"
1342,789,781,793,"[[24.829808445453, 10.715481925192], [24.241215905544, 10.573485448807], [24.500552162458, 10.074528198731], [24.829808445453, 10.715481925192]]"
1343,616,789,762,"[[24.905634671117, 11.314189410452], [24.829808445453, 10.715481925192], [25.431512238761, 10.815717943392999], [24.905634671117, 11.314189410452]]"
1344,793,780,739,"[[24.500552162458, 10.074528198731], [23.7092028949, 10.024365808134], [24.030458129215997, 9.162632364131], [24.500552162458, 10.074528198731]]"
1345,761,793,792,"[[25.32507922197, 10.170795528414], [24.500552162458, 10.074528198731], [24.85576576486, 9.492525430304001], [25.32507922197, 10.170795528414]]"
1346,722,705,790,"[[23.36939811577, 10.624685763553], [22.567948067736, 10.623456442129001], [22.809052753102, 9.837196035656], [23.36939811577, 10.624685763553]]"
1347,789,793,761,"[[24.829808445453, 10.715481925192], [24.500552162458, 10.074528198731], [25.32507922197, 10.170795528414], [24.829808445453, 10.715481925192]]"
1348,794,795,796,"[[27.897902663129997, 6.9118858395560006], [28.622865095748, 8.411031227222], [27.166611025907002, 8.063162196752], [27.897902663129997, 6.9118858395560006]]"
1349,793,739,792,"[[24.500552162458, 10.074528198731], [24.030458129215997, 9.162632364131], [24.85576576486, 9.492525430304001], [24.500552162458, 10.074528198731]]"
1350,780,791,739,"[[23.7092028949, 10.024365808134], [22.954217784917997, 8.926738375831], [24.030458129215997, 9.162632364131], [23.7092028949, 10.024365808134]]"
1351,792,741,788,"[[24.85576576486, 9.492525430304001], [24.796194491369, 8.424313960434], [25.611378579106997, 9.296161261498], [24.85576576486, 9.492525430304001]]"
1352,797,798,795,"[[28.271076340115, 9.732832860032001], [27.582212828807002, 9.169979948247], [28.622865095748, 8.411031227222], [28.271076340115, 9.732832860032001]]"
1353,792,739,741,"[[24.85576576486, 9.492525430304001], [24.030458129215997, 9.162632364131], [24.796194491369, 8.424313960434], [24.85576576486, 9.492525430304001]]"
1354,763,798,797,"[[27.187554219362003, 10.040273425247001], [27.582212828807002, 9.169979948247], [28.271076340115, 9.732832860032001], [27.187554219362003, 10.040273425247001]]"
1355,695,638,797,"[[29.4429571298, 9.704883121147999], [28.590765947702998, 10.482270487227], [28.271076340115, 9.732832860032001], [29.4429571298, 9.704883121147999]]"
1356,619,721,799,"[[31.743736171639, 10.70172949938], [30.841203525851, 9.798538793664], [32.292473794554, 9.506489889933], [31.743736171639, 10.70172949938]]"
1357,619,587,522,"[[31.743736171639, 10.70172949938], [31.199074562704002, 11.71792737826], [30.817339156522003, 10.965957478965], [31.743736171639, 10.70172949938]]"
1358,614,305,620,"[[32.316328391811, 11.604631516859], [32.079748421962, 12.43050135444], [31.756938346471, 11.782879747528998], [32.316328391811, 11.604631516859]]"
1359,582,614,619,"[[32.77954448746, 10.537951701233], [32.316328391811, 11.604631516859], [31.743736171639, 10.70172949938], [32.77954448746, 10.537951701233]]"
1360,619,614,620,"[[31.743736171639, 10.70172949938], [32.316328391811, 11.604631516859], [31.756938346471, 11.782879747528998], [31.743736171639, 10.70172949938]]"
1361,638,633,797,"[[28.590765947702998, 10.482270487227], [27.757686064217, 10.628041922153999], [28.271076340115, 9.732832860032001], [28.590765947702998, 10.482270487227]]"
1362,582,619,799,"[[32.77954448746, 10.537951701233], [31.743736171639, 10.70172949938], [32.292473794554, 9.506489889933], [32.77954448746, 10.537951701233]]"
1363,738,743,724,"[[19.317111790615, 9.128950696309], [20.562058880734, 8.105040340331], [20.644295157066, 9.985626337654999], [19.317111790615, 9.128950696309]]"
1364,722,790,780,"[[23.36939811577, 10.624685763553], [22.809052753102, 9.837196035656], [23.7092028949, 10.024365808134], [23.36939811577, 10.624685763553]]"
1365,800,498,461,"[[34.642288425554, 7.912136848369], [35.181081002127, 9.470913654273], [33.735246256373, 9.401867173436], [34.642288425554, 7.912136848369]]"
1366,611,560,677,"[[39.384860420026, 9.748672302411], [38.541869534351, 10.534371518573], [37.792460164161, 9.42032397535], [39.384860420026, 9.748672302411]]"
1367,524,721,522,"[[30.030037706477998, 10.658729807922], [30.841203525851, 9.798538793664], [30.817339156522003, 10.965957478965], [30.030037706477998, 10.658729807922]]"
1368,524,695,721,"[[30.030037706477998, 10.658729807922], [29.4429571298, 9.704883121147999], [30.841203525851, 9.798538793664], [30.030037706477998, 10.658729807922]]"
1369,725,777,776,"[[41.116238618008, 8.330203025264], [39.822653782812, 7.764370774684], [41.043874642946, 7.332977178955], [41.116238618008, 8.330203025264]]"
1370,772,611,773,"[[40.204561919023, 8.945998902834999], [39.384860420026, 9.748672302411], [38.81839496207, 8.445664687232], [40.204561919023, 8.945998902834999]]"
1371,763,684,801,"[[27.187554219362003, 10.040273425247001], [26.162637555668002, 10.314149565876], [26.557509049701, 9.258261157917], [27.187554219362003, 10.040273425247001]]"
1372,763,801,798,"[[27.187554219362003, 10.040273425247001], [26.557509049701, 9.258261157917], [27.582212828807002, 9.169979948247], [27.187554219362003, 10.040273425247001]]"
1373,740,791,784,"[[23.531706952270003, 7.724298251303001], [22.954217784917997, 8.926738375831], [22.007782496588, 7.557851685446], [23.531706952270003, 7.724298251303001]]"
1374,800,802,803,"[[34.642288425554, 7.912136848369], [33.005901713548, 8.01124208651], [33.426163171247, 6.0308707874000005], [34.642288425554, 7.912136848369]]"
1375,784,791,744,"[[22.007782496588, 7.557851685446], [22.954217784917997, 8.926738375831], [21.798470115787, 9.421606960576], [22.007782496588, 7.557851685446]]"
1376,740,739,791,"[[23.531706952270003, 7.724298251303001], [24.030458129215997, 9.162632364131], [22.954217784917997, 8.926738375831], [23.531706952270003, 7.724298251303001]]"
1377,705,744,790,"[[22.567948067736, 10.623456442129001], [21.798470115787, 9.421606960576], [22.809052753102, 9.837196035656], [22.567948067736, 10.623456442129001]]"
1378,744,791,790,"[[21.798470115787, 9.421606960576], [22.954217784917997, 8.926738375831], [22.809052753102, 9.837196035656], [21.798470115787, 9.421606960576]]"
1379,677,499,779,"[[37.792460164161, 9.42032397535], [36.499384350591, 10.210966196918], [36.245312399835, 8.560710626687], [37.792460164161, 9.42032397535]]"
1380,802,461,799,"[[33.005901713548, 8.01124208651], [33.735246256373, 9.401867173436], [32.292473794554, 9.506489889933], [33.005901713548, 8.01124208651]]"
1381,801,684,788,"[[26.557509049701, 9.258261157917], [26.162637555668002, 10.314149565876], [25.611378579106997, 9.296161261498], [26.557509049701, 9.258261157917]]"
1382,797,633,763,"[[28.271076340115, 9.732832860032001], [27.757686064217, 10.628041922153999], [27.187554219362003, 10.040273425247001], [28.271076340115, 9.732832860032001]]"
1383,741,804,788,"[[24.796194491369, 8.424313960434], [25.893730278698, 8.042006554887001], [25.611378579106997, 9.296161261498], [24.796194491369, 8.424313960434]]"
1384,804,796,801,"[[25.893730278698, 8.042006554887001], [27.166611025907002, 8.063162196752], [26.557509049701, 9.258261157917], [25.893730278698, 8.042006554887001]]"
1385,805,695,795,"[[29.975473461155, 8.521315555986], [29.4429571298, 9.704883121147999], [28.622865095748, 8.411031227222], [29.975473461155, 8.521315555986]]"
1386,461,582,799,"[[33.735246256373, 9.401867173436], [32.77954448746, 10.537951701233], [32.292473794554, 9.506489889933], [33.735246256373, 9.401867173436]]"
1387,801,788,804,"[[26.557509049701, 9.258261157917], [25.611378579106997, 9.296161261498], [25.893730278698, 8.042006554887001], [26.557509049701, 9.258261157917]]"
1388,695,797,795,"[[29.4429571298, 9.704883121147999], [28.271076340115, 9.732832860032001], [28.622865095748, 8.411031227222], [29.4429571298, 9.704883121147999]]"
1389,806,741,740,"[[24.759006492086, 6.7507115001789995], [24.796194491369, 8.424313960434], [23.531706952270003, 7.724298251303001], [24.759006492086, 6.7507115001789995]]"
1390,798,796,795,"[[27.582212828807002, 9.169979948247], [27.166611025907002, 8.063162196752], [28.622865095748, 8.411031227222], [27.582212828807002, 9.169979948247]]"
1391,798,801,796,"[[27.582212828807002, 9.169979948247], [26.557509049701, 9.258261157917], [27.166611025907002, 8.063162196752], [27.582212828807002, 9.169979948247]]"
1392,807,721,805,"[[31.443244038757, 8.512875338144], [30.841203525851, 9.798538793664], [29.975473461155, 8.521315555986], [31.443244038757, 8.512875338144]]"
1393,808,796,804,"[[26.470203102166, 6.506269024679001], [27.166611025907002, 8.063162196752], [25.893730278698, 8.042006554887001], [26.470203102166, 6.506269024679001]]"
1394,796,808,794,"[[27.166611025907002, 8.063162196752], [26.470203102166, 6.506269024679001], [27.897902663129997, 6.9118858395560006], [27.166611025907002, 8.063162196752]]"
1395,806,804,741,"[[24.759006492086, 6.7507115001789995], [25.893730278698, 8.042006554887001], [24.796194491369, 8.424313960434], [24.759006492086, 6.7507115001789995]]"
1396,808,804,806,"[[26.470203102166, 6.506269024679001], [25.893730278698, 8.042006554887001], [24.759006492086, 6.7507115001789995], [26.470203102166, 6.506269024679001]]"
1397,772,773,777,"[[40.204561919023, 8.945998902834999], [38.81839496207, 8.445664687232], [39.822653782812, 7.764370774684], [40.204561919023, 8.945998902834999]]"
1398,735,809,738,"[[17.845561695937, 8.794025135176], [18.953014459399, 7.075378645560001], [19.317111790615, 9.128950696309], [17.845561695937, 8.794025135176]]"
1399,740,810,806,"[[23.531706952270003, 7.724298251303001], [22.884381822726997, 5.579039060166], [24.759006492086, 6.7507115001789995], [23.531706952270003, 7.724298251303001]]"
1400,498,800,779,"[[35.181081002127, 9.470913654273], [34.642288425554, 7.912136848369], [36.245312399835, 8.560710626687], [35.181081002127, 9.470913654273]]"
